Employee_ID,Company_ID,Name,Job_Title,Email,Phone
E00027,C0283,K**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00028,C0330,M**** O*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00029,C0058,C**** D*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00030,C0415,B**** O*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00031,C0428,O**** P*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00032,C0388,S**** C*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00033,C0681,L**** A*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00034,C0372,B**** A*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00035,C0458,N**** Y*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00036,C0712,S**** Y*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00037,C0345,M**** Y*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00038,C0678,D**** A*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00039,C0453,A**** P*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00040,C0516,A**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00041,C0378,E**** G*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00042,C0596,E**** C*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E00043,C0691,Z**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00044,C0280,D**** K*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00045,C0278,C**** U*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00046,C0568,S**** Y*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00047,C0658,B**** U*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00048,C0055,E**** A*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00049,C0355,D**** A*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00050,C0659,A**** O*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00051,C0230,T**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00052,C0711,B**** Y*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00053,C0240,L**** D*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00054,C0297,A**** Y*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00055,C0065,E**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00056,C0018,O**** A*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00057,C0383,C**** U*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00058,C0339,E**** K*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00059,C0698,B**** P*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E00060,C0199,B**** U*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00061,C0553,Z**** Y*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00062,C0678,A**** O*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00063,C0323,B**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00064,C0725,B**** Y*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00065,C0692,A**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00066,C0018,A**** K*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E00067,C0323,A**** U*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00068,C0304,C**** Y*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00069,C0582,E**** A*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00070,C0396,L**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00071,C0270,E**** Y*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00072,C0064,E**** K*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00073,C0031,E**** K*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00074,C0145,Z**** K*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00075,C0293,K**** Y*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00076,C0449,E**** K*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00077,C0411,B**** A*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00078,C0606,D**** C*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00079,C0250,L**** D*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00080,C0177,E**** Y*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00081,C0441,E**** G*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00082,C0540,L**** S*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00083,C0279,O**** Y*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00084,C0086,C**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00085,C0561,C**** G*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00086,C0273,C**** K*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E00087,C0590,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00088,C0540,O**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00089,C0334,B**** K*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00090,C0688,B**** A*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00091,C0391,K**** K*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00092,C0595,B**** Y*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00093,C0460,M**** U*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00094,C0638,D**** D*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00095,C0473,A**** Y*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00096,C0067,Z**** D*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00097,C0436,B**** C*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00098,C0311,A**** D*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00099,C0107,B**** D*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E00100,C0599,C**** K*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00101,C0035,K**** Y*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00102,C0420,C**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00103,C0510,B**** O*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00104,C0014,T**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00105,C0460,A**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00106,C0568,S**** C*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00107,C0385,N**** D*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00108,C0443,N**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00109,C0521,B**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00110,C0016,B**** C*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00111,C0655,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00112,C0098,Z**** A*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E00113,C0249,Z**** Y*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00114,C0404,C**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00115,C0625,K**** K*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00116,C0349,C**** U*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00117,C0108,C**** K*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00118,C0676,E**** C*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00119,C0173,T**** O*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00120,C0094,C**** S*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00121,C0498,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00122,C0681,T**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00123,C0525,S**** A*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00124,C0569,N**** D*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00125,C0309,S**** A*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00126,C0265,M**** A*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00127,C0275,M**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00128,C0385,L**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00129,C0700,E**** A*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00130,C0083,S**** Y*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00131,C0495,D**** A*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00132,C0173,D**** O*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00133,C0501,L**** C*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00134,C0448,Z**** P*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00135,C0457,O**** Y*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00136,C0393,B**** K*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00137,C0553,L**** Y*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00138,C0385,E**** P*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00139,C0447,C**** D*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00140,C0351,N**** U*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00141,C0617,E**** O*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00142,C0609,Z**** C*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00143,C0087,B**** C*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00144,C0702,Z**** C*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00145,C0418,N**** O*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00146,C0087,A**** U*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00147,C0376,C**** D*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00148,C0206,C**** K*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00149,C0654,T**** U*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00150,C0577,N**** A*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00151,C0575,K**** C*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00152,C0016,Z**** A*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00153,C0298,E**** O*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00154,C0518,B**** A*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00155,C0131,E**** A*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00156,C0257,C**** S*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00157,C0295,C**** A*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00158,C0523,B**** A*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00159,C0554,E**** D*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00160,C0533,B**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00161,C0699,E**** U*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00162,C0312,D**** D*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00163,C0663,S**** C*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00164,C0670,A**** Y*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00165,C0556,L**** K*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E00166,C0585,T**** K*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00167,C0132,O**** C*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00168,C0553,B**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00169,C0401,C**** Y*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00170,C0005,L**** A*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00171,C0723,Z**** A*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00172,C0230,D**** U*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00173,C0546,M**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00174,C0502,Z**** K*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00175,C0706,B**** U*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E00176,C0719,B**** C*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00177,C0358,E**** K*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E00178,C0414,O**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00179,C0042,L**** C*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00180,C0534,L**** C*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00181,C0210,A**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00182,C0086,C**** O*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00183,C0299,E**** D*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00184,C0199,S**** Y*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00185,C0279,S**** K*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00186,C0479,E**** A*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E00187,C0555,E**** K*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00188,C0530,M**** K*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00189,C0719,C**** D*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00190,C0170,B**** P*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00191,C0107,T**** K*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E00192,C0153,C**** A*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00193,C0557,E**** C*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00194,C0004,O**** Y*******,Logistics Coordinator,svktekninjas@gmail.com,415-238-0082
E00195,C0219,E**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00196,C0655,C**** O*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00197,C0107,D**** K*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00198,C0389,A**** A*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00199,C0075,C**** D*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00200,C0298,T**** D*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00201,C0613,S**** K*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00202,C0196,M**** C*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00203,C0081,K**** K*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00204,C0316,K**** O*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00205,C0305,C**** A*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00206,C0284,A**** Y*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00207,C0345,E**** K*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00208,C0531,L**** D*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00209,C0453,T**** Y*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00210,C0431,T**** C*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00211,C0170,L**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00212,C0418,Z**** D*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00213,C0236,B**** C*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00214,C0070,D**** C*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00215,C0358,D**** A*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00216,C0262,B**** G*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00217,C0166,B**** P*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00218,C0665,E**** D*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00219,C0681,Z**** A*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00220,C0059,B**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00221,C0340,E**** A*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00222,C0368,A**** U*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00223,C0547,K**** G*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00224,C0596,O**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00225,C0679,N**** K*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00226,C0183,S**** A*******,Key Account Executive,svktekninjas@gmail.com,415-238-0082
E00227,C0499,S**** C*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00228,C0510,B**** A*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00229,C0542,K**** Y*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00230,C0043,C**** K*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00231,C0694,B**** D*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00232,C0464,K**** G*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00233,C0566,K**** S*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00234,C0428,E**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00235,C0605,K**** C*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00236,C0447,C**** A*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00237,C0052,S**** K*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00238,C0293,L**** A*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00239,C0373,E**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00240,C0638,O**** K*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00241,C0437,A**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00242,C0447,C**** Y*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00243,C0061,B**** K*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00244,C0331,E**** U*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00245,C0596,E**** A*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00246,C0235,N**** K*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00247,C0690,B**** C*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00248,C0241,Z**** K*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00249,C0432,Z**** A*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E00250,C0515,E**** K*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00251,C0213,C**** D*******,Process Engineer,svktekninjas@gmail.com,415-238-0082
E00252,C0025,Z**** K*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
E00253,C0614,L**** K*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00254,C0605,B**** G*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00255,C0519,C**** K*******,Operations Manager,svktekninjas@gmail.com,415-238-0082
E00256,C0719,E**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00257,C0259,S**** Y*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00258,C0231,T**** D*******,Infrastructure Engineer,svktekninjas@gmail.com,415-238-0082
E00259,C0195,O**** Y*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00260,C0289,K**** S*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00261,C0491,C**** Y*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00262,C0484,A**** P*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00263,C0344,A**** D*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00264,C0590,M**** A*******,Brand Manager,svktekninjas@gmail.com,415-238-0082
E00265,C0570,B**** A*******,Production Planner,svktekninjas@gmail.com,415-238-0082
E00266,C0215,L**** Y*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00267,C0722,A**** C*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00268,C0462,S**** P*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00269,C0473,B**** A*******,Quality Assurance Lead,svktekninjas@gmail.com,415-238-0082
E00270,C0151,E**** A*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00271,C0674,A**** Y*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00272,C0547,E**** C*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00273,C0325,D**** Y*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00274,C0057,E**** D*******,Country Manager,svktekninjas@gmail.com,415-238-0082
E00275,C0627,T**** A*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00276,C0288,A**** Y*******,Marketing Specialist,svktekninjas@gmail.com,415-238-0082
E00277,C0545,M**** Y*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00278,C0281,B**** K*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00279,C0384,L**** C*******,Strategic Buyer,svktekninjas@gmail.com,415-238-0082
E00280,C0542,E**** Y*******,Systems Engineer,svktekninjas@gmail.com,415-238-0082
E00281,C0725,S**** C*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00282,C0353,A**** K*******,Electrical Engineer,svktekninjas@gmail.com,415-238-0082
E00283,C0463,B**** C*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00284,C0350,B**** K*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00285,C0690,B**** A*******,Territory Sales Rep,svktekninjas@gmail.com,415-238-0082
E00286,C0581,C**** U*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00287,C0136,B**** D*******,Sales Manager,svktekninjas@gmail.com,415-238-0082
E00288,C0111,M**** A*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E00289,C0548,A**** C*******,Digital Marketing Executive,svktekninjas@gmail.com,415-238-0082
E00290,C0077,A**** Y*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00291,C0158,B**** D*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00292,C0324,C**** D*******,Sales Executive,svktekninjas@gmail.com,415-238-0082
E00293,C0290,D**** Y*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00294,C0430,C**** S*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00295,C0109,O**** D*******,Operations Director,svktekninjas@gmail.com,415-238-0082
E00296,C0358,N**** A*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E00297,C0576,K**** Y*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00298,C0173,K**** A*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00299,C0600,B**** P*******,Mechanical Engineer,svktekninjas@gmail.com,415-238-0082
E00300,C0685,B**** D*******,Account Manager,svktekninjas@gmail.com,415-238-0082
E00301,C0155,C**** O*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00302,C0186,C**** U*******,Operations Analyst,svktekninjas@gmail.com,415-238-0082
E00303,C0315,E**** K*******,Network Engineer,svktekninjas@gmail.com,415-238-0082
E00304,C0277,M**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00305,C0653,A**** Y*******,Quality-by-Design Engineer,svktekninjas@gmail.com,415-238-0082
E00306,C0632,M**** K*******,Procurement Analyst,svktekninjas@gmail.com,415-238-0082
E00307,C0529,E**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00308,C0118,B**** Y*******,Procurement Specialist,svktekninjas@gmail.com,415-238-0082
E00309,C0184,T**** C*******,QA Specialist,svktekninjas@gmail.com,415-238-0082
E00310,C0107,D**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00311,C0559,E**** A*******,Software Developer,svktekninjas@gmail.com,415-238-0082
E00312,C0357,L**** Y*******,Data Centre Operator,svktekninjas@gmail.com,415-238-0082
E00313,C0561,Z**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00314,C0688,B**** U*******,Plant Supervisor,svktekninjas@gmail.com,415-238-0082
E00315,C0296,C**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00316,C0141,O**** Y*******,Procurement Manager,svktekninjas@gmail.com,415-238-0082
E00317,C0638,E**** A*******,Production Engineer,svktekninjas@gmail.com,415-238-0082
E00318,C0640,E**** C*******,Ops Coordinator,svktekninjas@gmail.com,415-238-0082
E00319,C0711,A**** C*******,Growth Marketer,svktekninjas@gmail.com,415-238-0082
E00320,C0459,K**** U*******,QA Technician,svktekninjas@gmail.com,415-238-0082
E00321,C0404,T**** A*******,Plant Manager,svktekninjas@gmail.com,415-238-0082
